1101,1046,1039,1033,1015,929,id_documento
0,0,0,0,0,0,00000372520198260240
0,0,0,0,0,0,00000426420208260223
0,0,0,0,0,0,00000734020218260000
0,0,0,0,0,0,00000798120178260616
0,0,0,0,0,0,00001161620208260257
0,0,0,0,0,0,00001175120208260014
0,0,0,0,0,1,00001456120208260000
0,0,0,0,0,0,00001583620188260548
0,0,0,0,0,1,00001914620078260666
0,0,0,0,0,0,00002146220198260539
0,0,0,0,0,0,00002365420208260000
0,0,0,0,0,1,00002494520178260651
0,0,0,0,0,0,00002733920178260145
0,0,0,0,0,1,00002953920208260486
0,0,0,0,0,0,00003053320188260493
0,0,0,0,0,1,00003312120168260616
0,0,0,0,0,0,00004021420188260370
0,0,0,0,0,0,00004452420188260572
0,0,0,0,0,0,00005103420198260588
0,0,0,0,0,0,00005161520208260068
0,0,0,0,0,0,00005589220128260699
0,0,0,0,0,0,00006006420178260571
0,0,0,0,0,0,00006086920198260539
0,0,0,0,0,1,00006146920198260218
0,0,0,0,0,0,00006532420198260523
0,0,0,0,0,1,00006942120148260020
0,0,0,0,0,0,00007055920208260337
0,0,0,0,0,0,00007126420198260441
0,0,0,0,0,0,00007272520178260434
0,0,0,0,0,1,00007394620188260291
0,0,0,0,0,0,00007803420198260111
0,0,0,0,0,0,00007844520198260152
0,0,0,0,0,1,00007847420098260579
0,0,0,0,0,0,00007925220188260218
0,0,0,0,0,0,00008018120178260498
0,0,0,0,0,0,00008432520178260242
0,0,0,0,0,0,00008496020208260619
0,0,0,0,0,0,00008504620208260263
0,0,0,0,0,1,00009183220188260597
0,0,0,0,0,1,00009198520178260618
0,0,0,0,0,1,00009310620208260615
0,0,0,0,0,1,00009361720178260006
0,0,1,0,0,0,00009847320208260263
0,0,0,0,0,1,00010258120198260584
0,0,0,1,0,0,00010262920208260003
0,0,0,0,0,0,00010294920178260565
0,0,0,0,0,0,00010520220218260000
0,0,0,0,0,1,00010676720168260445
0,0,0,0,0,1,00010806520148260080
0,0,0,0,0,0,00012230820208260286
0,0,0,0,0,0,00012846920148260352
0,0,0,0,0,0,00012978220198260032
0,0,0,0,0,0,00013083320208260079
0,0,0,0,0,0,00013124320198260358
0,0,0,0,0,0,00013708220218260000
0,0,0,0,0,0,00013933420208260462
0,0,0,0,0,0,00014046620178260010
0,0,0,0,0,0,00014132420218260451
0,0,0,0,0,1,00014455520198260368
0,0,0,0,0,1,00014639320178260191
0,0,0,0,0,0,00014837920198260073
0,0,0,0,0,0,00014879520198260274
0,0,0,1,0,0,00014952120178260540
0,0,0,0,0,0,00015482320198260575
0,0,0,0,0,0,00015916020148260081
0,0,0,0,0,1,00016458020208260189
0,0,0,0,0,0,00016791920118260691
0,0,0,0,0,0,00017200820208260032
0,0,0,0,0,0,00017264520208260604
0,0,0,0,0,0,00017273420208260053
0,0,0,0,0,1,00017294820138260247
