1101,1046,1039,1033,1015,929,codigos_movimentos_temas,id_documento,acertou_1101,acertou_1046,acertou_1039,acertou_1033,acertou_1015,acertou_929
0.004189785182694476,0.1609441718473063,0.01599560882205647,0.045775656106544854,0.00011339464727156188,0.09300422287475946,85763,169620128260627,1,1,1,1,1,1
0.001101010253827573,0.58906461033599,0.002997402054702114,0.011601312639111346,0.00033124766180722253,0.08152609272627584,85763,604619958260099,1,0,1,1,1,1
0.2666608070731707,0.012480702317542032,0.0004466384689377627,0.11759920787100227,0.005123085028160839,0.00021367256298023246,1101,1508420158260315,0,1,1,1,1,1
0.0005545487261443386,0.006097357165501596,0.9999485965288479,0.0017640228241720128,0.00022235836763583096,0.0016706712380736746,80718;85409;85456;1039,1937120108260549,1,1,1,1,1,1
0.0009063189842856124,0.014292691401748957,0.9938964133659265,0.004855465615138873,0.00011419062098528257,0.0034342689461484975,80718;1039,2687920118260063,1,1,1,1,1,1
0.0016978800811860842,0.30311031480780226,0.05063361148171804,0.14161792130131795,9.922360030034723e-05,0.03121145394756701,85763,3021719928260032,1,1,1,1,1,1
0.0020635392365002648,0.048698559406294535,0.9784370825677119,0.00041441435297450975,0.0002702352460788798,0.009514582413585585,1039,3494520158260691,1,1,1,1,1,1
0.0013643716582406248,0.17226803641671362,0.001171584620767989,0.018357332022540668,0.00031891219047990504,0.31741708786145073,80101;80357;85518;85763,3692220118260450,1,1,1,1,1,1
0.0016164152601687465,0.06638656792332714,0.9858797227835551,0.0003153341826015627,0.00023267534619176414,0.01861332625230188,1039,4868820058260590,1,1,1,1,1,1
0.0037344400693424097,0.011703373909830731,0.13143313733965778,0.00035062490667400097,0.00029392619928785983,0.19834164657487494,1039,5505720218260196,1,1,0,1,1,1
0.0019466239404299854,0.04907294598977292,0.9738986288784749,0.00026846401791254867,0.00027267702685494137,0.017287502615221724,1039,5702020168260262,1,1,1,1,1,1
0.001023263261614638,0.027443426054827042,0.9310637716833616,0.010045864069615225,8.008772138495844e-05,0.007323585034283823,1039,5710520168260262,1,1,1,1,1,1
0.49505525795952365,0.0091886148885388,0.00020827338787456605,0.015978933198922567,0.008622876880053197,0.0003741040478619129,1101,6081820148260160,0,1,1,1,1,1
0.005806404886679946,0.2333823618336546,0.0003420280709469553,0.1642540987404469,7.994971080031416e-05,0.01744041341025812,85763,6265619988260077,1,1,1,1,1,1
0.0029537397688546444,0.14015511311806872,0.4334165364835279,0.0012462460223270535,0.0009378353724901965,0.03858071849722613,1039,"9,61542014826042E+015",1,1,0,1,1,1
0.005728413046356204,0.1290133178214678,0.15200814390200626,0.0006555900712004458,0.0002707217055198149,0.1375749112185639,1039,"9,94392012826002E+015",1,1,0,1,1,1
0.0008817682794934975,0.39797662945176115,0.03266185740466801,0.04209016082213851,0.0001022004397351186,0.06632598801325279,1039,"1,10163201482605E+016",1,1,0,1,1,1
0.1341058275577403,0.009636774083104723,0.00021372788643860008,0.09931760756519231,0.009314894220404091,0.00039060735961822627,1101,"1,21058201482604E+016",0,1,1,1,1,1
0.008728312026834023,0.31208173741541906,0.0002174778702155956,0.22008668024545308,7.570783245941931e-05,0.005518515671394185,85334;85763,"1,29832202082603E+016",1,1,1,1,1,1
0.11565172463242906,0.015477148959735974,0.00019720242410834951,0.06690100599447595,0.00275715084915329,0.0016939231495913104,1101,"1,35343201582605E+016",0,1,1,1,1,1
0.0052166886349464415,0.041263871475793655,0.00022126599544249696,0.13160145139419285,0.01463992519817254,0.0037504919436164466,80554;84999;1015;1101,"1,39995201482603E+016",0,1,1,1,0,1
0.008285961079265894,0.03896041544668253,0.00026128609389616895,0.04494898869428879,0.020932751767381522,0.006814548337450229,80101;80554;84999;1015;89955,"1,52633201482603E+016",1,1,1,1,0,1
0.001467467694095785,0.2695695065966006,0.01229606744697272,0.12364719685163211,6.99626502033582e-05,0.09097511525178088,85763,"1,56837201982604E+016",1,1,1,1,1,1
0.0034545871512471162,0.017805875629382892,0.33260056463203813,0.002526987353257587,0.0004484028956215332,0.049211728359140436,1039,"1,574442014826E+016",1,1,0,1,1,1
0.004801458560166514,0.06190628024096376,0.0004231301131088801,0.031126853098729736,0.012158435629864526,0.014171875151720578,80101;80554;84999;1015;1101;89955,"1,57574201482603E+016",0,1,1,1,0,1
0.004352503512808406,0.08807809153017537,0.007009041552588154,0.4189062658888236,0.00010905064806069614,0.010932149993401571,1039,"1,64208201182601E+016",1,1,0,1,1,1
0.009937250896947757,0.6353949533648596,0.012218346552011022,0.011688957907206338,0.0005637090335365298,0.005529987230228672,85763,"1,71959199582601E+016",1,0,1,1,1,1
0.0021804769136516415,0.3325146158849063,0.004293396246922085,0.19678972946156575,9.516428077803817e-05,0.03074690223519374,85763,"1,75387202082604E+016",1,1,1,1,1,1
0.0020303987931478105,0.09665247367687349,0.6022068221435117,0.0028320305868242083,0.0001529970875237378,0.01751044105718561,1039,"1,79403201082602E+016",1,1,1,1,1,1
0.0007980857204192012,0.06414968274221534,0.9738221316775677,0.0039269885906690165,0.00011881230025360368,0.013748834705899365,85409;1039,"1,79725201282601E+016",1,1,1,1,1,1
0.0020729957260590386,0.11304804578257475,0.9623361521512304,0.0001242382424743923,0.00024177748854289119,0.02720225905930761,1039,"1,80051201182604E+016",1,1,1,1,1,1
0.005115904777883654,0.03967987103009338,0.85284145296571,0.0006459146295054938,0.0005282823007739826,0.025119667999478068,80718;1039,"1,81189200582603E+016",1,1,1,1,1,1
0.006741512764201646,0.0654105625274743,0.47027060942279936,0.00597441975600593,0.0005226042043338451,0.03563419144943568,80718;85409;1039,"1,81368200882601E+016",1,1,0,1,1,1
