1101,1046,1039,1033,1015,929,codigos_movimentos_temas,id_documento,acertou_1101,acertou_1046,acertou_1039,acertou_1033,acertou_1015,acertou_929
0.001093951340094901,0.0006885626768871749,0.9999968613904298,6.743175564711717e-05,0.00088284852310714,0.0004731355542543236,1039,"5,34251201082601E+016",1,1,1,1,1,1
0.0002758438629886042,0.0051044834299722374,0.9999858386210456,3.1294258139980205e-05,0.0013790191781696496,0.010112374168291825,1039,"5,35635201082601E+016",1,1,1,1,1,1
0.00163317786085279,0.014566527928777379,0.9878876483813935,0.0003750576730461897,6.536945807748467e-05,0.006763103629861494,1039,"5,36157201082601E+016",1,1,1,1,1,1
0.0001749417692627652,0.10060887023266712,0.9508617773390957,0.0011002756447232975,0.0002917281109470777,0.09276503699429176,1039,"5,37227201182601E+016",1,1,1,1,1,1
0.00012214231934005274,0.07780210741439945,0.0007650040022791882,0.0014429977666696884,0.00022787879783438508,0.9526270330587148,85763,"5,561672021826E+016",1,1,1,1,1,0
0.0104090767434533,0.011149469810607293,0.00012654484579448106,0.12122813885502048,0.5229649930636046,0.00014373700953210743,80101;80554;1015;1101;89955,"5,60118201482603E+016",0,1,1,1,1,1
0.0005554621147691006,0.24826448971928447,0.03494796356681827,0.00021639620760887632,0.0012172359081309898,0.6032921449697825,85763,"5,70202201282601E+016",1,1,1,1,1,0
0.010102296857894537,0.011097603825109357,0.00031012693688516285,0.05237159746171001,0.4237892625082757,0.00034276676528327137,80101;80554;1015;1101;89955,"5,73545201482603E+016",0,1,1,1,0,1
0.016380901539305773,0.0071607103147340425,0.00011201406565750174,0.02390344005528586,0.6839365708789742,0.0008236448218439192,80101;80554;1015;1101;89955,"5,73897201482603E+016",0,1,1,1,1,1
0.0008166524648121738,0.18564403733293808,0.0001149300978722941,0.24158055694912342,2.617144854176365e-05,0.2621512335095855,85763,"5,79233201882606E+016",1,1,1,1,1,1
0.00042514873530017977,0.006661114983494681,0.9999612685470898,0.0003229990434886638,0.0006116874581107371,0.0026551528406870695,1039,"5,80028201382605E+016",1,1,1,1,1,1
0.03942712873085798,0.009475355548468054,0.00025255111792158146,0.03810090911687718,0.5950457101493589,0.0002148866998206299,80101;80554;1015;1101;89955,"5,90285201282602E+016",0,1,1,1,1,1
0.00670481045299954,0.10520166457485831,5.4225858904028605e-05,0.4593422262597324,4.471540813129812e-05,0.005264201958037748,85763,"6,24149202182601E+016",1,1,1,1,1,1
0.0014730329492437199,0.000505762991975216,0.9999980181954315,4.043247271417922e-05,0.00034578093912841686,0.00026438166826935316,1039,"6,62639200982603E+016",1,1,1,1,1,1
0.000768156113396691,0.008969326284134414,0.9996548220842916,0.001158542609256022,0.00019783062560996566,0.0012896793881275747,1039,"6,79816201282601E+016",1,1,1,1,1,1
0.035647564510326815,0.006064019757982219,0.00015044687668574585,0.016744960481965804,0.7134891195540458,0.00044784756586939444,80101;80554;1015;1101;89955,"6,90722201482603E+016",0,1,1,1,1,1
0.005786856346826097,0.42483955666591605,7.587594740623841e-05,0.0807706898822926,3.354853199580091e-05,0.02470547393579244,85763,"6,98702201782604E+016",1,1,1,1,1,1
0.001353539917612371,0.03615567143378279,0.0023698437257299275,0.17008633790421843,0.0011125839104403447,0.03934110906278954,84999;1101,"7,04675201082601E+016",0,1,1,1,1,1
0.0007740779572040679,0.01600023076618652,0.9997754294555679,7.37235216066597e-05,0.000489759075097697,0.014893263693265872,1039,"7,35419201882603E+016",1,1,1,1,1,1
0.018751006611548535,0.007073158218075647,0.00016420353961531332,0.024781648622631047,0.6952244737262481,0.0006757888108874202,80101;80554;1015;1101;89955,"7,38882201482603E+016",0,1,1,1,1,1
0.00038835647467181983,0.008851377316743987,0.9985919783493886,0.0004680194140760103,0.00017408880442301329,0.074922892824526,1039,"7,41117201182603E+016",1,1,1,1,1,1
0.9976187614340488,0.0003127444211693779,0.00025148832514336163,7.008627898671325e-05,0.001137011449747627,7.04660914602487e-05,84999;85258;85332;85351;85471;85524;85609;1101,"7,58508201482605E+016",1,1,1,1,1,1
0.00037366972038957555,0.0028304221957499405,0.9999967785151175,0.00028025170439357014,0.0005335515848392046,0.00047115253366931915,80101;1039,"7,60105201582603E+016",1,1,1,1,1,1
0.10209266678379549,0.02764334627178031,0.0014591763686166352,0.007524839523267246,0.6896506152808092,0.00023042097329900027,80456;85202;1015;1101,"7,714602013826E+016",0,1,1,1,1,1
0.006239995236952027,0.09976010404030229,0.00958144937786805,0.004103506757920307,0.001755890534647962,0.07653863618190003,85763,"7,72458201482606E+016",1,1,1,1,1,1
0.0028371231211321507,0.4461326299753201,0.00252273612011925,0.021845728407495123,8.949777900573748e-05,0.13057254163760756,85763,"7,90026200382601E+016",1,1,1,1,1,1
0.00090683742963627,0.006959101749818473,0.9999849033910284,6.458518282681019e-05,0.0003379402096180847,0.000840653692017129,1039,"7,91310200382606E+016",1,1,1,1,1,1
0.0034279204135984507,0.014242042210614828,0.32879973062148077,0.03504660065025515,0.0002736153207719314,0.012155402656214336,1039,"7,92841201282601E+016",1,1,0,1,1,1
0.00036482295931260244,0.003037412181123817,0.9999845230130064,0.00033295512048398803,0.00037141146624307007,0.0006998746081305718,1039,"7,93527201182603E+016",1,1,1,1,1,1
0.00023638974548865024,0.031524591968459525,0.00604749447397111,0.0007880569417354691,0.0005361877755069642,0.8579529423144567,85763,"8,07579201082603E+016",1,1,1,1,1,0
0.001353539917612371,0.03615567143378279,0.0023698437257299275,0.17008633790421843,0.0011125839104403447,0.03934110906278954,84999;1015,"8,22022201082601E+016",1,1,1,1,0,1
0.00032636158333979243,0.000979973879638973,6.821455361338678e-06,0.999728572471669,0.004143782686241471,2.4664226790196197e-05,1101,"8,22565201582601E+016",0,1,1,0,1,1
0.0018879398312396803,0.000276774559437679,4.394688815789465e-06,0.9986361055466251,0.0042756916863311316,3.0377668608587123e-05,1033,"8,56754201482602E+016",1,1,1,1,1,1
0.00136101672844064,0.03522151011914381,0.7458683030239974,0.007204773687213043,0.00040930875384944933,0.03284947781205454,85409;1039,"8,76663201282604E+016",1,1,1,1,1,1
0.0006847167866414874,0.05154672454035546,0.00021654882302672354,0.00010641099022781569,0.00023122244311415022,0.9936914841067722,85557;929;85629,"8,77557201382603E+016",1,1,1,1,1,1
0.0006977260565997211,0.028100738804943376,0.9998973493316392,2.0380456247103684e-05,0.0005179202952280466,0.015045424046617966,1039,"9,07127201182601E+016",1,1,1,1,1,1
0.0028213474845453844,0.00775294187689653,0.9999983763955125,2.404833169800713e-06,0.0002586670259460684,0.009954353253226904,1039,"9,210232011826E+016",1,1,1,1,1,1
0.002101770666626469,0.011768964236896802,0.4151916990429014,0.009553005664506202,0.00026794554561620603,0.011669156422242892,80718;1039,"9,41884201182601E+016",1,1,0,1,1,1
0.0007205358817729389,0.3658207861129244,0.027567924961588088,0.12482283245780429,2.6252682223107798e-05,0.10632292706080364,85763,"9,59090200382601E+016",1,1,1,1,1,1
0.0015509824772826552,0.009740227358688944,0.8740656939025174,0.0019129060792274994,0.00015699063237039278,0.019886815176555706,1039,"9,64216201382605E+016",1,1,1,1,1,1
0.0011787612114032642,0.005793651473064818,0.9999954730751753,1.2280368566480386e-05,0.0003105730561550276,0.004227043328286598,1039,"9,785942012826E+016",1,1,1,1,1,1
0.0019423347881212544,0.0191231954406034,0.9975470791220686,8.359221630283446e-05,0.00016787929289046225,0.005981035714719524,1039,"1,1203512009826E+017",1,1,1,1,1,1
0.0024302742493944895,0.0013159907311375149,0.9999886821517708,6.483212790580986e-05,0.000406366800394089,0.00017670772487311912,1039,"1,1557482007826E+017",1,1,1,1,1,1
0.0005716561158039238,0.4075053194943164,0.0011091297870180557,0.02502354333551495,5.4138367613114004e-05,0.5488598407880831,85763,"1,1743152007826E+017",1,1,1,1,1,0
0.0003665505041932683,0.05946417323520044,0.9995193367965423,0.0002192509163263193,0.0003806932283544725,0.008447308832506835,1039,"1,1804222009826E+017",1,1,1,1,1,1
0.12606447032179421,0.02707524840564107,0.0017628715104983691,0.008985960607696183,0.648817285534264,0.00015925010820839753,80456;85202;1015;1101,"1,2022422013826E+017",0,1,1,1,1,1
0.0005338708680239078,0.037353806081950255,0.9983440598147721,0.0002808997671036057,0.00020718013114671768,0.09532194196753037,1039,"1,2228082011826E+017",1,1,1,1,1,1
0.0026403537007344746,0.09910936150621988,0.0011886422837766178,0.13244395212016846,7.302921004299665e-05,0.12122678689118498,85763,"1,2361802005826E+017",1,1,1,1,1,1
0.03358153636888935,0.003473255426762015,0.0007074769452345665,0.00044007392295070124,0.987699197181932,0.0015826917386389556,80101;80202;80554;85202;1015;1101;89955,"1,2750202012826E+017",0,1,1,1,1,1
0.0007831281327488644,0.0030270936668554908,0.9999980025102055,5.272435313407712e-05,0.00023746770754255633,0.0012949727105657925,1039,"1,2960862007826E+017",1,1,1,1,1,1
0.0011245472089876762,0.29664220751707815,0.0061797569677733265,0.1822072405124559,0.00020313357556056555,0.028952608008452584,85763,"1,3221961996826E+017",1,1,1,1,1,1
0.12505817221483168,0.013975452060703409,0.0005561071103028524,0.006128926736238948,0.7052661386019607,0.00024366257653423465,80202;85202;1015;1101,"1,3349222013826E+017",0,1,1,1,1,1
0.001653821219304491,0.025122695580784497,0.05440238943827264,0.0002905480717148122,0.0006170799346066332,0.7545446553672814,85763,"1,3478642013826E+017",1,1,1,1,1,0
0.00089178485232573,0.4361079951160086,0.00027370053339943924,0.005539438848623167,0.0002988021120109113,0.6404692760300377,85763,"1,4525042010826E+017",1,1,1,1,1,0
0.001238619901806537,0.4946634444681031,0.0019295930924904056,0.007912456318051857,0.00011517568165102779,0.2782975342231867,85763,"1,4807212012826E+017",1,1,1,1,1,1
0.001299197113388639,0.3386846319563248,2.50389974115978e-05,0.13697698281248089,0.0002246608061231923,0.06984064156505586,85763,"1,48320620208261E+017",1,1,1,1,1,1
0.003556413882627103,0.007708324142276786,3.4507467323455277e-05,8.667689712092702e-05,0.0004312070718102044,0.9579862361268356,929,"1,4910342007826E+017",1,1,1,1,1,1
0.0020958480815557283,0.37334066948933536,0.00017397595516028543,0.12103431912009187,9.525348375770144e-05,0.03100051430537045,85763,"1,49325820208261E+017",1,1,1,1,1,1
0.00201475189405194,0.6589563147919806,0.0003709777550114475,0.009353739099845397,0.00011081076726047735,0.09406461241965544,85763,"1,5330042018826E+017",1,0,1,1,1,1
0.0003911509931654746,0.12093667671364729,0.0025573247582413956,0.0015992860838169097,0.0005480498100122487,0.6255031428199591,85763,"1,5536832008826E+017",1,1,1,1,1,0
0.0006749575989161088,0.012556245671781208,0.8984533135161001,0.002806669237206256,0.00041345723230221685,0.024347966976937613,1039,"1,55951120068261E+017",1,1,1,1,1,1
0.0009910638418358718,0.0023187398932479,0.9998446407623173,5.1371592395137386e-05,0.0004136478811778231,0.0018005237863858747,1039,"1,56580720048261E+017",1,1,1,1,1,1
0.002589326034523006,0.0037935643933303424,0.9999920514633154,3.044041625050766e-05,0.00039241200066952896,0.0015797434845418387,1039,"1,6236282011826E+017",1,1,1,1,1,1
0.0011385015457158632,0.0438537830404464,0.7342888985162168,6.209920777361788e-05,0.000616154715966999,0.33760882901905487,85763,"1,6908942012826E+017",1,1,0,1,1,1
0.00038389245927813076,0.006633395935178504,0.00011575908029211196,0.044701036378394884,6.113056174759571e-05,0.7954280726116596,85557;85629;85763,"1,72700720138261E+017",1,1,1,1,1,0
0.1265953718307056,0.029281244099892717,0.0016371529357451322,0.009612578095469015,0.6010715373095004,0.0001595848951489,80456;85202;1015;1101,"1,8504062013826E+017",0,1,1,1,1,1
0.0038861361023942377,0.3667626850716018,0.0012420488719996638,0.010557944885215944,0.0004844758334892305,0.15959157108598643,85763,"1,95565919978261E+017",1,1,1,1,1,1
0.00736916731536343,0.03339270127907437,0.021234422381360137,4.877854778025527e-05,0.0012459075391969391,0.7555585409371751,85763,"2,0021782002826E+017",1,1,1,1,1,0
0.0005029093494957801,0.03512520217122101,0.9999658408423961,1.5388468371548505e-05,0.00013939258992897894,0.023168771958040107,1039,"2,0422942011826E+017",1,1,1,1,1,1
0.0020474905068170717,0.003654814743943546,0.968189604448993,7.2110693805534e-05,0.0005799212471554275,0.03560544764536513,1039,"2,1252652008826E+017",1,1,1,1,1,1
0.0034514971855562297,0.05571462829984957,4.3826790678755756e-05,0.002657006967366117,0.0005215095245059444,0.8184931110471996,929,"2,1669372008826E+017",1,1,1,1,1,1
0.0005274146508409256,0.012444489352849392,0.9999672752635054,4.869825337333104e-05,0.00023969435351133494,0.004125954085520289,1039,"2,20762420058261E+017",1,1,1,1,1,1
0.0016968902971870724,0.1290218697225521,0.0005512593095305151,0.09785114793208756,0.00025994104583633594,0.09950184672740628,85763,"2,2233221996826E+017",1,1,1,1,1,1
0.004034209711524694,0.5476405337413992,0.0010268355173473922,0.11582054465306096,0.00019664730957361386,0.009015122871277306,85763,"2,2636692020826E+017",1,0,1,1,1,1
0.003264153706439018,0.29576494871247505,8.925732550684281e-05,0.0842878121237855,3.579866035627862e-05,0.017481655947035143,85763,"2,2733192021826E+017",1,1,1,1,1,1
0.06849859525967,0.014885455347445226,0.0007215019893837889,0.006643816625485653,0.5848706179419174,0.0006821562494899332,1015,"2,2883872013826E+017",1,1,1,1,1,1
0.00014886734466648598,0.016958212892609324,0.9995619519606238,0.0005472784372629837,0.00045670268482922416,0.022339807607392823,1039,"2,3024442011826E+017",1,1,1,1,1,1
0.00040649755770785106,0.01862291086454524,0.9999937849811489,2.959937166983295e-05,0.00024081554009552138,0.02135388118741156,1039,"2,3247112011826E+017",1,1,1,1,1,1
0.00030686914379979096,0.4119954817889256,0.0026895732395558663,0.24662765362680933,0.0004232005781961826,0.198120561194357,85763,"2,4651221998826E+017",1,1,1,1,1,1
0.0021071659806782723,0.2211165431503629,0.0010770306963592856,0.09316986945322277,0.0006915147765226218,0.036914346076205154,85763,"2,4869232020826E+017",1,1,1,1,1,1
0.035186032313077084,0.003572736186342797,0.0008766352214978171,0.0004347098926065091,0.987227712302036,0.0016138053392507961,80101;80202;80554;85202;1015;1101;89955,"2,5448582012826E+017",0,1,1,1,1,1
0.0005618195645243003,0.2652649180880026,0.0006241663512403632,0.00037355951546410204,0.00022049068911608489,0.9190230950975895,85587;85632;85763,"2,5780602012826E+017",1,1,1,1,1,0
0.0003738773486135314,0.0035474923514871343,0.9999969790588421,6.782211830163004e-05,0.00016823486927641904,0.005316800689585013,1039,"2,72971919988261E+017",1,1,1,1,1,1
0.0006573861380738791,0.17529221932624836,0.022668109453010038,0.013512765973323855,0.0002676125482028802,0.17296375957075522,85763,"2,7518561996826E+017",1,1,1,1,1,1
